Used Memory,Free Memory,Total Memory,Max Memory
1291847680,830470144,2122317824,4135583744
1294991360,827326464,2122317824,4135583744
1299185664,823132160,2122317824,4135583744
1303379968,818937856,2122317824,4135583744
1307574272,814743552,2122317824,4135583744
1311768576,810549248,2122317824,4135583744
1314916352,807401472,2122317824,4135583744
1319110656,803207168,2122317824,4135583744
1323304960,799012864,2122317824,4135583744
1327499264,794818560,2122317824,4135583744
1331693568,790624256,2122317824,4135583744
1335887872,786429952,2122317824,4135583744
1339031552,783286272,2122317824,4135583744
1343225856,779091968,2122317824,4135583744
1347420160,774897664,2122317824,4135583744
1351614464,770703360,2122317824,4135583744
1355808768,766509056,2122317824,4135583744
1362102272,760215552,2122317824,4135583744
1366296576,756021248,2122317824,4135583744
1370490880,751826944,2122317824,4135583744
1374685184,747632640,2122317824,4135583744
1378879488,743438336,2122317824,4135583744
1383073792,739244032,2122317824,4135583744
1386217472,736100352,2122317824,4135583744
1390411776,731906048,2122317824,4135583744
1394606080,727711744,2122317824,4135583744
1398800384,723517440,2122317824,4135583744
1402994688,719323136,2122317824,4135583744
1406142464,716175360,2122317824,4135583744
1410336768,711981056,2122317824,4135583744
1414531072,707786752,2122317824,4135583744
1418725376,703592448,2122317824,4135583744
1422919680,699398144,2122317824,4135583744
1427113984,695203840,2122317824,4135583744
1430257664,692060160,2122317824,4135583744
1434451968,687865856,2122317824,4135583744
1438646272,683671552,2122317824,4135583744
1442840576,679477248,2122317824,4135583744
1447034880,675282944,2122317824,4135583744
1450182656,672135168,2122317824,4135583744
1454376960,667940864,2122317824,4135583744
1458571264,663746560,2122317824,4135583744
1470105600,1457518592,2927624192,4135583744
1474299904,1453324288,2927624192,4135583744
1478494208,1449129984,2927624192,4135583744
1481637888,1445986304,2927624192,4135583744
1485832192,1441792000,2927624192,4135583744
1490026496,1437597696,2927624192,4135583744
1494220800,1433403392,2927624192,4135583744
1498415104,1429209088,2927624192,4135583744
1501562880,1426061312,2927624192,4135583744
1505757184,1421867008,2927624192,4135583744
1509951488,1417672704,2927624192,4135583744
1514145792,1413478400,2927624192,4135583744
1518340096,1409284096,2927624192,4135583744
1522534400,1405089792,2927624192,4135583744
1525678080,1401946112,2927624192,4135583744
1529872384,1397751808,2927624192,4135583744
1534066688,1393557504,2927624192,4135583744
1538260992,1389363200,2927624192,4135583744
1542455296,1385168896,2927624192,4135583744
1545603072,1382021120,2927624192,4135583744
1549797376,1377826816,2927624192,4135583744
1553991680,1373632512,2927624192,4135583744
1558185984,1369438208,2927624192,4135583744
1562380288,1365243904,2927624192,4135583744
1566574592,1361049600,2927624192,4135583744
1569718272,1357905920,2927624192,4135583744
1573912576,1353711616,2927624192,4135583744
1578106880,1349517312,2927624192,4135583744
1582301184,1345323008,2927624192,4135583744
1586495488,1341128704,2927624192,4135583744
1589643264,1337980928,2927624192,4135583744
1593837568,1333786624,2927624192,4135583744
1598031872,1329592320,2927624192,4135583744
1602226176,1325398016,2927624192,4135583744
1606420480,1321203712,2927624192,4135583744
1610614784,1317009408,2927624192,4135583744
1802502144,1125122048,2927624192,4135583744
1806696448,1120927744,2927624192,4135583744
1810890752,1116733440,2927624192,4135583744
1815085056,1112539136,2927624192,4135583744
1819279360,1108344832,2927624192,4135583744
1822427136,1105197056,2927624192,4135583744
1826621440,1101002752,2927624192,4135583744
1830815744,1096808448,2927624192,4135583744
1835010048,1092614144,2927624192,4135583744
1839204352,1088419840,2927624192,4135583744
1843398656,1084225536,2927624192,4135583744
1846542336,1081081856,2927624192,4135583744
1850736640,1076887552,2927624192,4135583744
1854930944,1072693248,2927624192,4135583744
1859125248,1068498944,2927624192,4135583744
1863319552,1064304640,2927624192,4135583744
1867513856,1060110336,2927624192,4135583744
1870661632,1056962560,2927624192,4135583744
1874855936,1052768256,2927624192,4135583744
1879050240,1048573952,2927624192,4135583744
1883244544,1044379648,2927624192,4135583744
1887438848,1040185344,2927624192,4135583744
1890582528,1037041664,2927624192,4135583744
1894776832,1032847360,2927624192,4135583744
1898971136,1028653056,2927624192,4135583744
1903165440,1024458752,2927624192,4135583744
1907359744,1020264448,2927624192,4135583744
1911554048,1016070144,2927624192,4135583744
1914701824,1012922368,2927624192,4135583744
1918896128,1008728064,2927624192,4135583744
1923090432,1004533760,2927624192,4135583744
1927284736,1000339456,2927624192,4135583744
1931479040,996145152,2927624192,4135583744
1934622720,993001472,2927624192,4135583744
1938817024,988807168,2927624192,4135583744
1943011328,984612864,2927624192,4135583744
1947205632,980418560,2927624192,4135583744
1951399936,976224256,2927624192,4135583744
1955594240,972029952,2927624192,4135583744
1958742016,968882176,2927624192,4135583744
1962936320,964687872,2927624192,4135583744
1967130624,960493568,2927624192,4135583744
1971324928,956299264,2927624192,4135583744
1975519232,952104960,2927624192,4135583744
1978662912,948961280,2927624192,4135583744
1982857216,944766976,2927624192,4135583744
1987051520,940572672,2927624192,4135583744
1991245824,936378368,2927624192,4135583744
1995440128,932184064,2927624192,4135583744
1999634432,927989760,2927624192,4135583744
2002782208,924841984,2927624192,4135583744
2006976512,920647680,2927624192,4135583744
2011170816,916453376,2927624192,4135583744
2015365120,912259072,2927624192,4135583744
2026899456,900724736,2927624192,4135583744
2030043136,897581056,2927624192,4135583744
2034237440,893386752,2927624192,4135583744
2038431744,889192448,2927624192,4135583744
2042626048,884998144,2927624192,4135583744
2046820352,880803840,2927624192,4135583744
2051014656,876609536,2927624192,4135583744
2054162432,873461760,2927624192,4135583744
2058356736,869267456,2927624192,4135583744
2062551040,865073152,2927624192,4135583744
2066745344,860878848,2927624192,4135583744
2070939648,856684544,2927624192,4135583744
2074083328,853540864,2927624192,4135583744
2078277632,849346560,2927624192,4135583744
2082471936,845152256,2927624192,4135583744
2086666240,840957952,2927624192,4135583744
2090860544,836763648,2927624192,4135583744
2095054848,832569344,2927624192,4135583744
2098202624,829421568,2927624192,4135583744
2102396928,825227264,2927624192,4135583744
2106591232,821032960,2927624192,4135583744
2110785536,816838656,2927624192,4135583744
2114979840,812644352,2927624192,4135583744
2118123520,809500672,2927624192,4135583744
2122317824,805306368,2927624192,4135583744
2126512128,801112064,2927624192,4135583744
2130706432,796917760,2927624192,4135583744
2134900736,792723456,2927624192,4135583744
2139095040,788529152,2927624192,4135583744
2142242816,785381376,2927624192,4135583744
2146437120,781187072,2927624192,4135583744
2150631424,776992768,2927624192,4135583744
2154825728,772798464,2927624192,4135583744
2159020032,768604160,2927624192,4135583744
2162163712,765460480,2927624192,4135583744
2166358016,761266176,2927624192,4135583744
2170552320,757071872,2927624192,4135583744
2174746624,752877568,2927624192,4135583744
2178940928,748683264,2927624192,4135583744
2183135232,744488960,2927624192,4135583744
2186283008,741341184,2927624192,4135583744
2190477312,737146880,2927624192,4135583744
2194671616,732952576,2927624192,4135583744
2198865920,728758272,2927624192,4135583744
2203060224,724563968,2927624192,4135583744
2206203904,721420288,2927624192,4135583744
2210398208,717225984,2927624192,4135583744
2220883968,706740224,2927624192,4135583744
2225078272,702545920,2927624192,4135583744
2229272576,698351616,2927624192,4135583744
2233466880,694157312,2927624192,4135583744
2236614656,691009536,2927624192,4135583744
2240808960,686815232,2927624192,4135583744
2245003264,682620928,2927624192,4135583744
2249197568,678426624,2927624192,4135583744
2253391872,674232320,2927624192,4135583744
2079328256,1380972544,3460300800,4135583744
2082471936,1377828864,3460300800,4135583744
2086666240,1373634560,3460300800,4135583744
2090860544,1369440256,3460300800,4135583744
2095054848,1365245952,3460300800,4135583744
2099249152,1361051648,3460300800,4135583744
2102396928,1357903872,3460300800,4135583744
2106591232,1353709568,3460300800,4135583744
2110785536,1349515264,3460300800,4135583744
2114979840,1345320960,3460300800,4135583744
2119174144,1341126656,3460300800,4135583744
2123368448,1336932352,3460300800,4135583744
2126512128,1333788672,3460300800,4135583744
2130706432,1329594368,3460300800,4135583744
2134900736,1325400064,3460300800,4135583744
2139095040,1321205760,3460300800,4135583744
2143289344,1317011456,3460300800,4135583744
2146437120,1313863680,3460300800,4135583744
2150631424,1309669376,3460300800,4135583744
2154825728,1305475072,3460300800,4135583744
2159020032,1301280768,3460300800,4135583744
2163214336,1297086464,3460300800,4135583744
2167408640,1292892160,3460300800,4135583744
2175795200,1284505600,3460300800,4135583744
2179989504,1280311296,3460300800,4135583744
2184183808,1276116992,3460300800,4135583744
2188378112,1271922688,3460300800,4135583744
2192572416,1267728384,3460300800,4135583744
2195720192,1264580608,3460300800,4135583744
2199914496,1260386304,3460300800,4135583744
2204108800,1256192000,3460300800,4135583744
2208303104,1251997696,3460300800,4135583744
2212497408,1247803392,3460300800,4135583744
2216691712,1243609088,3460300800,4135583744
2219835392,1240465408,3460300800,4135583744
2224029696,1236271104,3460300800,4135583744
2228224000,1232076800,3460300800,4135583744
2232418304,1227882496,3460300800,4135583744
2236612608,1223688192,3460300800,4135583744
2239760384,1220540416,3460300800,4135583744
2243954688,1216346112,3460300800,4135583744
2248148992,1212151808,3460300800,4135583744
2252343296,1207957504,3460300800,4135583744
2256537600,1203763200,3460300800,4135583744
2260731904,1199568896,3460300800,4135583744
2263875584,1196425216,3460300800,4135583744
2549088256,911212544,3460300800,4135583744
2553282560,907018240,3460300800,4135583744
2557476864,902823936,3460300800,4135583744
2561671168,898629632,3460300800,4135583744
2564818944,895481856,3460300800,4135583744
2569013248,891287552,3460300800,4135583744
2573207552,887093248,3460300800,4135583744
2577401856,882898944,3460300800,4135583744
2581596160,878704640,3460300800,4135583744
2585790464,874510336,3460300800,4135583744
2588934144,871366656,3460300800,4135583744
2593128448,867172352,3460300800,4135583744
2597322752,862978048,3460300800,4135583744
2601517056,858783744,3460300800,4135583744
2605711360,854589440,3460300800,4135583744
2608859136,851441664,3460300800,4135583744
2613053440,847247360,3460300800,4135583744
2617247744,843053056,3460300800,4135583744
2621442048,838858752,3460300800,4135583744
2625636352,834664448,3460300800,4135583744
2629830656,830470144,3460300800,4135583744
2632974336,827326464,3460300800,4135583744
2637168640,823132160,3460300800,4135583744
2641362944,818937856,3460300800,4135583744
2645557248,814743552,3460300800,4135583744
2649751552,810549248,3460300800,4135583744
2652899328,807401472,3460300800,4135583744
2657093632,803207168,3460300800,4135583744
2661287936,799012864,3460300800,4135583744
2665482240,794818560,3460300800,4135583744
2669676544,790624256,3460300800,4135583744
2673870848,786429952,3460300800,4135583744
2677014528,783286272,3460300800,4135583744
2681208832,779091968,3460300800,4135583744
2685403136,774897664,3460300800,4135583744
2689597440,770703360,3460300800,4135583744
2693791744,766509056,3460300800,4135583744
2696939520,763361280,3460300800,4135583744
2701133824,759166976,3460300800,4135583744
2705328128,754972672,3460300800,4135583744
2709522432,750778368,3460300800,4135583744
2713716736,746584064,3460300800,4135583744
2717911040,742389760,3460300800,4135583744
2721054720,739246080,3460300800,4135583744
2725249024,735051776,3460300800,4135583744
2729443328,730857472,3460300800,4135583744
2733637632,726663168,3460300800,4135583744
2737831936,722468864,3460300800,4135583744
2740979712,719321088,3460300800,4135583744
2745174016,715126784,3460300800,4135583744
2754611200,705689600,3460300800,4135583744
2758805504,701495296,3460300800,4135583744
2762999808,697300992,3460300800,4135583744
2767194112,693106688,3460300800,4135583744
2770337792,689963008,3460300800,4135583744
2774532096,685768704,3460300800,4135583744
2778726400,681574400,3460300800,4135583744
2782920704,677380096,3460300800,4135583744
2787115008,673185792,3460300800,4135583744
2791309312,668991488,3460300800,4135583744
2794457088,665843712,3460300800,4135583744
2798651392,661649408,3460300800,4135583744
2802845696,657455104,3460300800,4135583744
2807040000,653260800,3460300800,4135583744
2811234304,649066496,3460300800,4135583744
2814377984,645922816,3460300800,4135583744
2818572288,641728512,3460300800,4135583744
2822766592,637534208,3460300800,4135583744
2826960896,633339904,3460300800,4135583744
2831155200,629145600,3460300800,4135583744
2835349504,624951296,3460300800,4135583744
2838497280,621803520,3460300800,4135583744
2842691584,617609216,3460300800,4135583744
2846885888,613414912,3460300800,4135583744
2851080192,609220608,3460300800,4135583744
2855274496,605026304,3460300800,4135583744
2858418176,601882624,3460300800,4135583744
2862612480,597688320,3460300800,4135583744
2866806784,593494016,3460300800,4135583744
2871001088,589299712,3460300800,4135583744
2875195392,585105408,3460300800,4135583744
2879389696,580911104,3460300800,4135583744
2882537472,577763328,3460300800,4135583744
2883586048,847247360,3730833408,4135583744
2887780352,843053056,3730833408,4135583744
2891974656,838858752,3730833408,4135583744
2896168960,834664448,3730833408,4135583744
2899312640,831520768,3730833408,4135583744
2903506944,827326464,3730833408,4135583744
2907701248,823132160,3730833408,4135583744
2911895552,818937856,3730833408,4135583744
2916089856,814743552,3730833408,4135583744
2920284160,810549248,3730833408,4135583744
2923431936,807401472,3730833408,4135583744
2927626240,803207168,3730833408,4135583744
2931820544,799012864,3730833408,4135583744
2936014848,794818560,3730833408,4135583744
2940209152,790624256,3730833408,4135583744
2943352832,787480576,3730833408,4135583744
2947547136,783286272,3730833408,4135583744
2951741440,779091968,3730833408,4135583744
2955935744,774897664,3730833408,4135583744
2960130048,770703360,3730833408,4135583744
2964324352,766509056,3730833408,4135583744
296747212
